index,title,author,pages,genre,description,published_date,publisher,average_rating,ratings_count,thumbnail
1585,George R. R. Martin Presents Wild Cards: House Rules,George R. R. Martin,545.0,Fiction,an original anthology centered around one very unusual house in cornwall which serves as a nexus to the multiverseset in the wild cards universe created by the 1 new york times bestselling author of a game of thrones an alien virus ravages the world with effects as random as a hand of cards those infected either draw the black queen and die draw an ace and receive superpowers or draw the joker and become bizarrely mutated but whether joker or ace or a bit of both few turn down an invite,2025-02-25 00:00:00,random house,,0,http://books.google.com/books/content?id=ekQPEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1586,George R. R. Martin Presents Wild Cards: Marked Cards,George R. R. Martin,513.0,Fiction,an investigator teams up with an unexpected ally to expose a sinister organization in the gripping second book of a classic trilogy set in the wild cards universe created by the 1 new york times bestselling author of a game of thrones now featuring a stunning new cover an alien virus ravages the world with effects as random as a hand of cards those infected either draw the black queen and die draw an ace and receive superpowers or draw the joker and are bizarrely mutated the uninfected a,2025-03-18 00:00:00,random house,,0,http://books.google.com/books/content?id=GGkXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1587,George R. R. Martin Presents Wild Cards: Card Sharks,George R. R. Martin,529.0,Fiction,an arson investigator uncovers a conspiracy with worldshattering consequences in the explosive first book of a classic trilogy set in the wild cards universe created by the 1 new york times bestselling author of a game of thrones now featuring a stunning new cover and an allnew short story an alien virus ravages the world with effects as random as a hand of cards those infected either draw the black queen and die draw an ace and receive superpowers or draw the joker and are bizarrely mu,2025-03-18 00:00:00,random house,,0,http://books.google.com/books/content?id=FmkXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1588,George R. R. Martin Presents Wild Cards: Sleeper Straddle,"Christopher Rowe, Carrie Vaughn, Cherie Priest, William F. Wu, Walter Jon Williams, Stephen Leigh, Mary Anne Mohanraj, Max Gladstone",417.0,Fiction,an original collection of interwoven short stories set in the wild cards universe where an alien virus mutates some and grants superpowers to others created by the 1 new york times bestselling author of a game of thrones an alien virus ravages the world with effects as random as a hand of cards those infected either draw the black queen and die draw an ace and receive superpowers or draw the joker and are bizarrely mutated croyd crenson is the wild cards greatest failureand its greates,2024-11-05 00:00:00,random house,,0,http://books.google.com/books/content?id=CZQYEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1589,Potterversity,"Kathryn N. McDaniel, Emily Strand",285.0,Literature,potterversity essays exploring the world of harry potter presents a written companion to the popular hermioneapproved mugglenet podcast by the same name selected from the top potter studies scholars in the field the diverse authors in the volume provide a range of interpretations of wizarding world stories essays include analysis of genre conventions literary and religious symbolism the role of games in the series pedagogical approaches and politically challenging issues like us ra,2023-11-07 00:00:00,mcfarland,,0,http://books.google.com/books/content?id=sZ_iEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1590,From Here to Hogwarts,Christopher E. Bell,233.0,Literature,the social relations societal structures and existential conundrums in the world of harry potter novels reflect our own when the authoritarianism of hogwarts falls upon harry it is an echo of disciplinary practices in realworld high schools the economic inequities of the wizarding world mirror those of modern societies the art literature and mass media of wizard society reveal our deeprooted fears harrys world is our world this collection presents new essays by contributors across a r,2015-11-27 00:00:00,mcfarland,,0,http://books.google.com/books/content?id=tkTqCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1591,From Hobbits to Hollywood,"Ernest Mathijs, Murray Pomerance",426.0,Education,peter jacksons film version of the lord of the rings 20012003 is the grandest achievement of 21st century cinema so far but it is also linked to topical and social concerns including war terrorism and cultural imperialism its style symbols narrative and structure seem always already linked to politics cultural definition problems of cinematic style and the elemenal mythologies that most profoundly capture our imaginations from hobbits to hollywood essays on peter jacksons lord o,2006-01-01 00:00:00,rodopi,,0,http://books.google.com/books/content?id=TvsF3vxvEswC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1592,The Ring and the Cross,Paul E. Kerry,311.0,Arts,the conversation sometimes heated about the influence of christianity on the writings of jrr tolkien has a long history what has been lacking is a forum for a civilized discussion about the topic as well as a chronological overview of the major arguments and themes that have engaged scholars about the impact of christianity on tolkiens oeuvre with particular reference to the lord of the rings the ring and the cross addresses these two needs through an articulate and authoritative analy,2011-01-01 00:00:00,rowman and littlefield,,0,http://books.google.com/books/content?id=uz2mCyzks8EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1593,The Frodo Franchise,Kristin Thompson,430.0,Arts,in this study of peter jacksons film adaptation of jrr tolkiens the lord of the rings trilogy kristin thompson demonstrates the impact the trilogy has had on the companies that made it on the fantasy genre on new zealand and on independent cinema and looks at how the trilogy is regarded as one the most important films ever made,2007-08-27 00:00:00,univ of california press,,0,http://books.google.com/books/content?id=CTrTPcKOwvUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1594,A Tolkien Compass,Jared Lobdell,180.0,Fiction,the structure content and character of tolkiens the hobbit and the lord of the rings are dealt with in ten critical essays,2003-01-01 00:00:00,open court publishing,4.0,1,http://books.google.com/books/content?id=TqJ7gHrwjUEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1595,Walking with Frodo,Sarah Arthur,214.0,Children,identifies parallels between the storylines in the lord of the rings trilogy and the bible demonstrating how young adults can learn biblical virtues through the examples of twelve characters in the popular series,2003-01-01 00:00:00,tyndale house publishers inc,,0,http://books.google.com/books/content?id=c7uv2WfHS7sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1596,Number the Stars,"Scholastic, Inc. Staff, Scholastic Professional Books",36.0,Fiction,these practice tests will give kids the confidence they need to succeed on tests like the terranova itbs ctbs mat and more,2010-03-21 12:00:00,scholastic inc,4.216494845360825,0,http://books.google.com/books/content?id=z5__TflJWZwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1597,Frodo's Journey,Joseph Pearce,142.0,Literature,j r r tolkiens magnum opus the lord of the rings has been beloved for generations selling millions of copies and selling millions more tickets through its awardwinning film adaptations the immense cultural impact of this epic is undeniable but the deeper meaning of the story often goes unnoticed here joseph pearce author of bilbos journey uncovers the richand distinctly christianmeaning just beneath the surface of the lord of the rings make the journey with frodo as he makes his,2015-08-17 00:00:00,tan books,,0,http://books.google.com/books/content?id=5icACwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1598,Year of the Ring,Susana Polo,240.0,Arts,relive the greatest adventure in history through this incredible chronicle of the lord of the rings trilogy and its immeasurable impact on pop culture gather your fellowship and retrace the remarkable journey from the shire to mordor with this detailed and indepth exploration of peter jacksons timeless lord of the rings trilogy from tolkiens original story to the actors anecdotal experiences to its cultural impact on the entire world this book will captivate every fan of the one ring no,2024-11-19 00:00:00,simon and schuster,,0,http://books.google.com/books/content?id=PKgrEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1599,The Battle for Middle-earth,Fleming Rutledge,386.0,Literature,j r r tolkiens lord of the rings has long been acknowledged as the gold standard for fantasy fiction and the recent oscarwinning movie trilogy has brought forth a whole new generation of fans many tolkien enthusiasts however are not aware of the profoundly religious dimension of the great ring saga in the battle for middleearth fleming rutledge employs a distinctive technique to uncover the theological currents that lie just under the surface of tolkiens epic tale rutledge believes,2004-11-04 00:00:00,wm b eerdmans publishing,,0,http://books.google.com/books/content?id=PP-AEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1600,Celebrating Middle-Earth,"John G. West, Jr.",112.0,Literature,an examination of the writings of jrr tolkien as a defense of the literary philosophical political and religious foundations of western societyhalf tp,2002-01-01 00:00:00,inkling books,,0,http://books.google.com/books/content?id=v0nCCGkUqjUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1601,The Fellowship of the Knits,Tanis Gray,208.0,Lifestyle,experience the magic of knitting in the firstever lord of the rings knitting guide featuring more than 25 patterns inspired by the mythical world of tolkiens middleearth knit your way across j r r tolkiens middleearth from the shires idyllic countryside to the elfin palaces of rivendell with this firstever lord of the rings knitting guide with patterns to suit your every otherworldly mood this book includes cozy knits to languish by the fire in at bag end rustic outerwear to enj,2023-09-26 00:00:00,simon and schuster,,0,http://books.google.com/books/content?id=S6TTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1602,Bored of the Rings,The Harvard Lampoon,192.0,Lifestyle,from the legendary comedic scholars who illuminated the tour de force twilight so brilliantly in the new york times bestselling nightlight comes the hunger pains a hilarious sendup of the immensely popular dystopian young adult novel the hunger games the classic parody of the lord of the rings is back with a brandnew boreword by henry beard the power almighty rests in this lone ring the power alrighty for doing your own thing if broken or busted it cannot be remade if found send t,2012-10-30 00:00:00,simon and schuster,5.0,2,http://books.google.com/books/content?id=2IivW4VaG8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1603,Seeking the Lord of Middle Earth,Jeffrey L. Morrow,189.0,Religion & Philosophy,j r r tolkien the beloved author of the hobbit and the lord of the rings brings to his work a great treasurehis christian faith tolkiens literary works are so popular in part because in some sense they pertain to the real world this present volume is an attempt to understand better the deep christian influences on his work but also to explore the relevance of tolkiens work for theology today after examining tolkiens fiction in order better to appreciate christian influences this,2017-06-07 00:00:00,wipf and stock publishers,,0,http://books.google.com/books/content?id=0qQoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1604,Tolkien and the Invention of Myth: A Reader,Jane Chance,426.0,Literature,essays illuminate the crucial episodes characters style language and concpets central to tolkiens complex worlddust jacket,2005-01-01 00:00:00,university press of kentucky,4.0,1,http://books.google.com/books/content?id=8LLxZXqgJdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1605,Games of Thrones A-Z: An Unofficial Guide to Accompany the Hit TV Series,Martin Howden,272.0,Biography,a fan guide to one of televisions most exciting shows exploring its combination of political intrigue and family dysfunction against an epic fantasy backdrop hailed by critics and dubbed the sopranos meets the lord of the rings hbos lavish adaptation of george rr martins series of fantasy novels has cast its spell over audiences thanks to its memorable characters surprise deaths and violent action and this exhaustive guide will document the background dramas that have helped make it su,2012-11-05 00:00:00,kings road publishing,,0,http://books.google.com/books/content?id=n2qcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1606,Winning Westeros,"Max Brooks, John Amble, ML Cavanaugh, Jaym Gates",297.0,History,set in the fictitious world of westeros the hit television series game of thrones chronicles the bitter and violent struggle between the realms noble dynasties for control of the seven kingdoms but this beloved fantasy drama has just as much to say about the successful strategies and reallife warfare waged in our own time and place winning westeros brings together more than thirty of todays top military and strategic experts including generals and admirals policy advisors counterinsurge,2019-09-01 00:00:00,u of nebraska press,,0,http://books.google.com/books/content?id=S0ShDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1607,"Fire, Ice, and Physics",Rebecca C. Thompson,297.0,Science,exploring the science in george r r martins fantastical world from the physics of an ice wall to the genetics of the targaryens and lannisters game of thrones is a fantasy that features a lot of madeup sciencefabricated climatology when is winter coming astronomy metallurgy chemistry and biology most fans of george r r martins fantastical world accept it all as part of the magic a trained scientist watching the fake science in game of thrones might think but how would it wo,2020-11-10 00:00:00,mit press,,0,http://books.google.com/books/content?id=IusCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1608,Vying for the Iron Throne,"Lindsey Mantoan, Sara Brady",233.0,Arts,game of thrones has changed the landscape of television during an era hailed as the golden age of tv an adaptation of george rr martins epic fantasy a song of fire and ice the hbo series has taken on a life of its own with original plotlines that advance past those of martins books the death of protagonist ned stark at the end of season one launched a killing spree in televisionmajor characters now die on popular shows weekly while many shows kill off characters for pure shock value d,2018-11-05 00:00:00,mcfarland,,0,http://books.google.com/books/content?id=luxzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1609,Queenship and the Women of Westeros,"Zita Eva Rohr, Lisa Benz",326.0,History,is the world of george r r martins a song of ice and fire and hbos game of thrones really medieval how accurately does it reflect the real middle ages historians have been addressing these questions since the book and television series exploded into a cultural phenomenon for scholars of medieval and early modern women they offer a unique vantage point from which to study the intersections of elite women and popular understandings of the premodern world this volume is a wideranging stud,2019-11-07 00:00:00,springer,,0,http://books.google.com/books/content?id=fBC9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1611,Beyond the Wall,James Lowder,241.0,Fiction,get ready for hbos game of thrones house of the dragon prequel series with this exploration of george rr martins iconic novels the world created by george rr martin in his high fantasy series a song of ice and firenow the basis for the hit hbo series game of thronesis not only richly drawn but also immensely popular by a game of thrones debut in may 2011 the series already had more than 6 million copies in print in the us and had sold more than 16 million worldwide since the televi,2012-06-19 00:00:00,benbella books,,0,http://books.google.com/books/content?id=6sJQMs6WyQcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1612,The Gathering Dark,Christopher Golden,411.0,Fiction,the gospel of shadows enabled the catholic church to control all manner of supernatural beings for centuries when the book was destroyed and the ruling body of the church with it it enabled the shadows the vampires of legend to learn the hidden truth of their triple nature part human part demonic part divine but it also weakened the barriers that exist between the worlds and now beings of pure evil are breaking through creatures from other dimensions for which hell is just a name,2011-02-03 00:00:00,simon and schuster,5.0,0,http://books.google.com/books/content?id=qVplTlqbL9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1613,Pride & Prejudice,Edited By S.E. Paces,182.0,Children,great stories in easy english,2010-03-21 12:00:00,s chand publishing,5.0,0,http://books.google.com/books/content?id=EsQFqK_bZZwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1614,Unveiling the Mockingbird's Shadows,Pasquale De Marco,170.0,Literature,unveiling the mockingbirds shadows is a profound exploration of harper lees classic novel to kill a mockingbird delving into its timeless themes enduring relevance and impact on society through insightful analysis and thoughtprovoking commentary this book provides a fresh perspective on lees masterpiece inviting readers to rediscover its intricate layers and hidden depths unveiling the mockingbirds shadows takes readers on a journey through the fictional town of maycomb alabama ex,2025-05-20 00:00:00,pasquale de marco,,0,http://books.google.com/books/content?id=rtBeEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1615,Mockingbird,Kathryn Erskine,169.0,Children,caitlin misses her brother every day since his death in a school shooting she has no one to explain the world to her and for caitlin the world is a confusing place she hates it when colours get mixed up prefers everything to be blackandwhite and needs to check her facial expressions chart to understand emotions so when caitlin reads the definition of closure she decides thats what she needs and as she struggles to find it a world of colour begins to enter her blackandwhite life,2018-01-01 00:00:00,usborne publishing ltd,4.0,3,http://books.google.com/books/content?id=SzF8AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1616,Reading and Interpreting the Works of Harper Lee,Elizabeth Schmermund,130.0,Children,for most of her life harper lee was reluctantly famous for her classic novel to kill a mockingbird lees newest book go set a watchman caused quite a media frenzy even before its publication this text examines how lees southern background she was a descendant of general robert e lee and racial tensions in the deep south during that time came together to influence the plot characters and themes of to kill a mockingbird this volume also explores the history of go set a watchman and t,2016-07-15 00:00:00,enslow publishing llc,,0,http://books.google.com/books/content?id=jgRiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1617,Monroeville,Monroe County Heritage Museums,132.0,History,for 39 years people from all over the world and all walks of life have come to the small town of monroeville alabama in search of a place called maycomb they come in search of a story that have moved millions of people with its enduring message and in search of the world of the storyteller monroeville the search for harper lees maycomb explores the relationship between harper lees hometown and the setting of her pulitzer prizewinning novel to kill a mockingbird born in response to th,1999-01-01 00:00:00,arcadia publishing,,0,http://books.google.com/books/content?id=MxibzIEUlScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1618,Monroeville,Monroe County Heritage Museums,132.0,Arts,for 39 years people from all over the world and all walks of life have come to the small town of monroeville alabama in search of a place called maycomb they come in search of a story that have moved millions of people with its enduring message and in search of the world of the storyteller monroeville the search for harper lees maycomb explores the relationship between harper lees hometown and the setting of her pulitzer prizewinning novel to kill a mockingbird born in response to the,1999-09-15 00:00:00,arcadia publishing,,0,http://books.google.com/books/content?id=y5iOEF2RTMIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1619,Biography of Harper Lee,Sam Morgan,145.0,Biography,harper lee the enigmatic author of to kill a mockingbird transformed american literature with her powerful storytelling and moral insight born in 1926 in monroeville alabama lees upbringing in the deep south deeply influenced her writing this biography explores her journey from a smalltown girl to a pulitzer prizewinning novelist whose debut work became a cornerstone of modern literature to kill a mockingbird addressed racial injustice empathy and the loss of innocence resonating wi,2024-12-04 00:00:00,librihouse,,0,http://books.google.com/books/content?id=s0w3EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1620,The Devil and Harper Lee,Mark Seal,109.0,Biography,in the 1970s a mysterious man captivated and terrorized a small alabama town he was elegant and handsome a charismatic pastor and leader in the african american community but rumors swirled preaching on sunday people would say killing on monday far away in new york city one of americas most beloved writers was about to get caught up in the strange and violent tale of reverend willie j maxwell harper lee author of the modernday classic to kill a mockingbird was searching for her ne,2019-04-29 00:00:00,scribd inc,,0,http://books.google.com/books/content?id=xi3tDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1621,Mockingbird Moments,Sharon Brown Keith,146.0,Biography,on october 20 1992 life for one east texas family changed forever following the devastating sudden death of her father sharon brown keith embarked on a journey of grief and healing of acceptance and personal growth and transformation in this moving memoir about love loss and letting go keith shares her recollections about growing up and coming of age under the tender and steadfast guidance of her father and hero weaving humor and popular culture throughout her heartfelt story she remi,2017-05-12 00:00:00,dog ear publishing,,0,http://books.google.com/books/content?id=xuPXDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1622,Do I Really Have to Teach Reading?,Cris Tovani,145.0,Education,do i really have to teach reading this is the question many teachers of adolescents are asking wondering how they can possibly add a new element to an already overloaded curriculum and most are finding that the answer is yes if they want their students to learn complex new concepts in different disciplines they often have to help their students become better readers building on the experiences gained in her own language arts classroom as well as those of colleagues in different discipl,2004-01-01 00:00:00,stenhouse publishers,,0,http://books.google.com/books/content?id=Ous2ti3Nq7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1625,Lovers and Beloveds,Gary Richards,257.0,Literature,a challenge to traditional criticism this engaging study demonstrates that issues of sexualityand samesex desire in particularwere of central importance in the literary production of the southern renaissance especially during the end of that periodapproximately the 1940s and 1950sthe national literary establishment tacitly designated the south as an allowable setting for fictionalized deviancy thus permitting southern writers tremendous freedom to explore sexual otherness in lovers and,2007-05-01 00:00:00,lsu press,5.0,0,http://books.google.com/books/content?id=oEPYdiKlqlgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1626,Harper Lee: Pulitzer Prize-Winning Author,Alexis Burling,115.0,Children,this biography examines the life of harper lee using easytoread compelling text through striking historical and contemporary images and photographs and informative sidebars readers will learn about lees family background childhood education and time as a pulitzer prizewinning author informative sidebars enhance and support the text features include a table of contents timeline facts page glossary bibliography and an index aligned to common core standards and correlated to state,2015-08-01 00:00:00,abdo,,0,http://books.google.com/books/content?id=9v0uCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1627,Southern by the Grace of God,Megan Hunt,339.0,Social Science,like the media coverage of the civil rights era itself hollywood dramas have reinforced regional stereotypes of race class and gender to cleanse and redeem the wider nation from the implications of systemic racism as southern by the grace of god reveals however hollywood manipulates southern religion in particular to further enhance this pattern of difference and regional exceptionalism consistently displacing broader american racism through a representation of the poor white southerner,2024-11-01 00:00:00,university of georgia press,,0,http://books.google.com/books/content?id=VIksEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1628,A Sea of Troubles,"Elizabeth James, B.H. James",197.0,Education,sea of troubles has been designed for classroom teachers struggling to address the overwhelming issues facing our world today by embracing the common cores emphasis on the inclusion of more nonfiction informational texts the authors have demonstrated how to incorporate meaningful informational texts into their favorite units of literature sea of troubles shows teachers how literature and informational texts can work together to enhance each other and by extension enhance students abili,2021-04-19 00:00:00,bloomsbury publishing plc,5.0,0,http://books.google.com/books/content?id=b60eEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1629,"The Cambridge History of American Literature: Volume 7, Prose Writing, 1940-1990","Sacvan Bercovitch, Cyrus R. K. Patell",824.0,Literature,volume vii of the cambridge history of american literature examines a broad range of american literature of the past halfcentury revealing complex relations to changes in society christopher bigsby discusses american dramatists from tennessee williams to august wilson showing how innovations in theatre anticipated a world of emerging countercultures and provided america with an alternative view of contemporary life morris dickstein describes the condition of rebellion in fiction from 1940 t,1994-01-01 00:00:00,cambridge university press,,0,http://books.google.com/books/content?id=61qHHhpl3hMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1630,Alabama Women,"Lisa Lindquist Dorr, Susan Youngblood Ashmore",379.0,Fiction,another addition to the southern women series alabama women celebrates womens histories in the yellowhammer state by highlighting the lives and contributions of women and enriching our understanding of the past and present exploring such subjects as politics arts and civic organizations this collection of eighteen biographical essays provides a window into the social cultural and geographic milieux of womens lives in alabama featured individuals include augusta evans wilson maria fear,2017-06-01 00:00:00,university of georgia press,,0,http://books.google.com/books/content?id=DJtREQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1632,"Life, Myth, and the American Family Unreeling",Jeffry John Stein,330.0,Arts,this book is about what movies do for us it is about how movies exhibit the contradictions truths and fantasies surrounding our bedrock american beliefs in things held sacred including in this case our creed of family it is about why we again and again attend the dark universal tabernacles in which these sermons are offered the depth of analysis offered here will also bring new insights to those concerned with parenting issues self understanding and media consciousness all increasing,2005-01-01 00:00:00,universalpublishers,,0,http://books.google.com/books/content?id=N4tFZIXYB8gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1633,Focus On: 100 Most Popular United States National Film Registry Films,Wikipedia contributors,1500.0,Fiction,no description available,2010-03-21 12:00:00,eartnow sro,,0,http://books.google.com/books/content?id=xM1CDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1634,The Companion to Southern Literature,"Joseph M. Flora, Lucinda Hardwick MacKethan",1096.0,Reference,selected as an outstanding academic title by choice selected as an outstanding reference source by the reference and user services association of the american library association there are many anthologies of southern literature but this is the first companion neither a survey of masterpieces nor a biographical sourcebook the companion to southern literature treats every conceivable topic found in southern writing from the precolumbian era to the present referencing specific works of all pe,2001-11-01 00:00:00,lsu press,5.0,1,http://books.google.com/books/content?id=rl5_5u3tiRkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1635,Evolving Standards of Decency,Mary Welek Atwell,192.0,Government,the supreme court has looked to evolving standards of decency in determining whether the death penalty violates the eighth amendment to the constitution which prohibits cruel and unusual punishment evolving standards of decency examines the ways in which popular culture portrays the death penalty by analyzing literature and film atwell argues that capital punishment becomes much more complex when both offenders and victims are presented as fully developed individuals numerous books and fi,2004-01-01 00:00:00,peter lang,,0,http://books.google.com/books/content?id=hzHIrCxuH6YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1636,Remembering Scottsboro,James A. Miller,298.0,History,how one of the greatest miscarriages of justice in the united states continues to haunt the nations racial psyche in 1931 nine black youths were charged with raping two white women in scottsboro alabama despite meager and contradictory evidence all nine were found guilty and eight of the defendants were sentenced to deathmaking scottsboro one of the worst travesties of justice to take place in the postreconstruction south remembering scottsboro explores how this case has embedded itself,2009-01-01 00:00:00,princeton university press,,0,http://books.google.com/books/content?id=qUjVbbwpNIwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1637,On Harper Lee,Alice Hall Petry,329.0,Literature,harper lees pulitzer prizewinning novel to kill a mockingbird remains one of the most enduring works of southern fiction ever written although a literary phenomenontens of millions of copies sold worldwidethere is surprisingly little secondary literature on lee and her only novel on harper lee essays and reflections is the first collection of original essays on the author and her magnum opus on harper lee is an eclectic combination of academic and familiar essays john carlos rowe discus,2007-04-10 00:00:00,university of tennessee press,,0,http://books.google.com/books/content?id=3gtDEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1638,Epistemic Justice and Creative Agency,"Sarah Colvin, Stephanie Galasso",267.0,Literature,foundational theories of epistemic justice such as miranda frickers have cited literary narratives to support their case but why have those narratives in particular provided the resource that was needed and is cultural production always supportive of epistemic justice this essay collection written by experts in literary philosophical and cultural studies working in conversation with each other across a range of global contexts expands the emerging field of epistemic injustice studies,2022-09-12 00:00:00,taylor and francis,,0,http://books.google.com/books/content?id=EJh8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1639,Tableaux Vivants,Grace Ann Hovet,223.0,Literature,grace ann hovet contends in this study of novels written by middleclass white american women from 1850 to the contemporary period that their portrayals of the development of female identity adds a great deal of supporting evidence to the assertion of several influential psychologists social scientists and philosophers that while identity is surely shaped in part by culture and social structures it is also unique to each individual in the words of mark tappan in narratives and story telling,2009-06-26 00:00:00,xlibris corporation,,0,http://books.google.com/books/content?id=bxUxvMlndIUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1640,"Thinking, Childhood, and Time","Walter Omar Kohan, Barbara Weber",241.0,Religion & Philosophy,thinking childhood and time contemporary perspectives on the politics of education is an interdisciplinary exploration of the notion of childhood and its place in a philosophical education contributors consider childrens experiences of time space embodiment and thinking by acknowledging hannah arendts notion that every child brings a new beginning into the world they address the question of how educators can be more responsive to the otherness that childhood offers while assuming tha,2020-10-06 00:00:00,rowman and littlefield,,0,http://books.google.com/books/content?id=56L9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1641,Echo and Narcissus,Amy Lawrence,236.0,Arts,do women in classical hollywood cinema ever truly speak for themselves in echo and narcissus amy lawrence examines eight classic films to show how womens speech is repeatedly constructed as a problem an affront to male authority this book expands feminist studies of the representation of women in film enabling us to see individual films in new ways and to ask new questions of other films using sadie thompson 1928 blackmail 1929 rain 1932 the spiral staircase sorrywrong numbe,1991-07-23 00:00:00,univ of california press,,0,http://books.google.com/books/content?id=6idnyfdp3VIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1642,Focus On: 100 Most Popular United States National Medal of Arts Recipients,Wikipedia contributors,1452.0,Fiction,no description available,2010-03-21 12:00:00,eartnow sro,,0,http://books.google.com/books/content?id=_s1CDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1643,El Salvador,David Francois,322.0,History,a severe social and political crisis in el salvador during the 1970s resulted in widespread disturbance of daily life political violence repression and the outbreak of an insurgency in march 1981 the government ran a large sweep operation along the border with honduras in the north accompanied by the use of scorched earth tactics and indiscriminate killing of anyone captured a second offensive launched in november 1981 was conducted in a similar fashion and resulted in the massacre of h,2023-06-30 00:00:00,helion and company,,0,http://books.google.com/books/content?id=7iPpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1644,Technology in Retrospect,"Richard A. Diem, Michael J. Berson",328.0,Education,january 2009 marked the 25th anniversary of one of the most famous three minutes of television history it was during halftime of the 1984 super bowl that apple show cased its new macintosh computer in an avantguard commercial in the following three weeks sales of the new computer in both the public and private sectors took off leading some to note this occasion as the true start of the information age at the same time schools joined this socalled information revolution and began to use,2010-06-01 00:00:00,iap,,0,http://books.google.com/books/content?id=E_0nDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
